"responses_200","testStartOffset","bytesOut","optimization_checked","start_epoch","bytesOutDoc","result","final_base_page_request_id","docTime","domContentLoadedEventEnd","requestsDoc","responses_404","loadTime","loadEventStart","domContentLoadedEventStart","final_url","bytesInDoc","loadEventEnd","cached","responses_other","fullyLoaded","requests","final_base_page_request","TTFB","bytesIn","test_run_time_ms","browser_version","fullyLoadedCPUms","firstPaint","eventName","os_version","URL","document_URL","date","osVersion","domElements","domInteractive","browserVersion","document_origin","browser_name","fullyLoadedCPUpct","domComplete","document_hostname","SpeedIndex","visualComplete85","visualComplete90","visualComplete95","visualComplete99","visualComplete","render","lastVisualChange","TTIMeasurementEnd","LastInteractive","run","step","effectiveBps","effectiveBpsDoc","domTime","aft","titleTime","domLoading","server_rtt","requestsFull","smallImageCount","bigImageCount","maybeCaptcha","bytes.html","requests.html","bytesUncompressed.html","bytes.js","requests.js","bytesUncompressed.js","bytes.css","requests.css","bytesUncompressed.css","bytes.image","requests.image","bytesUncompressed.image","bytes.flash","requests.flash","bytesUncompressed.flash","bytes.font","requests.font","bytesUncompressed.font","bytes.video","requests.video","bytesUncompressed.video","bytes.other","requests.other","bytesUncompressed.other","id","FirstInteractive","TimeToInteractive","basePageSSLTime","userTime.prebid-tagLoaded","userTime.apstag-loaded","userTime.moat-loaded","userTime.loadStarteventUtils","userTime.loadEndeventUtils","userTime.loadStartpixelQueue","userTime.loadEndpixelQueue","userTime.gpt-tagLoaded","userTime.gpt-tag-load","userTime.apstag-firstBid","userTimingMeasure.lteu","userTimingMeasure.ltpq","userTime","userTime.MOAT-TIMER","userTime.optimizely_blockBegin","userTime.first_script_execution","userTime.client_script_start","userTime.react_app_execution","userTime.app_script_load_start","userTimingMeasure.time_to_client_script_start","userTimingMeasure.time_to_react_app_execution","userTimingMeasure.Next.js-before-hydration","userTimingMeasure.Next.js-hydration","userTime.start widget_conductor_init","userTime.end widget_conductor_init","userTimingMeasure.widget_conductor_init","userTime.FB-PERF-TRACE-START-44323-initialRender","userTime.FB-PERF-TRACE-START-30278-initialRender","userTime.FB-PERF-TRACE-START-521278-initialRender","userTime.tbl_inflate_start","userTime.tbl_inflate_end","userTime.gpt-first-ad-request","userTime.gpt-first-ad-render","userTimingMeasure.rum-frontsite-initialized","userTime.HYDRATION_TIME","userTime.paginationStart","CSI.s","CSI.t","CSI.atyp","CSI.ei","CSI.rt","CSI.imn","CSI.ima","CSI.imad","CSI.aftp","CSI.bl","CSI.wsrt","CSI.aft","CSI.prt","userTime.hydrateStart","userTime.hydrateComplete","userTimingMeasure.nordic-hydration","userTime.header_interactive","userTime.ReactDomRenderComplete","userTime.RenderComplete","userTime.snaptr","userTime.cp-n-99569","userTime.cp-n-46191","userTime.cp-n-69933","userTime.Zone","userTime.Zone_ZoneAwarePromise","userTime.Zone_toString","userTime.Zone_util","userTime.Zone_legacy","userTime.Zone_queueMicrotask","userTime.Zone_timers","userTime.Zone_requestAnimationFrame","userTime.Zone_blocking","userTime.Zone_EventTarget","userTime.Zone_MutationObserver","userTime.Zone_IntersectionObserver","userTime.Zone_FileReader","userTime.Zone_on_property","userTime.Zone_customElements","userTime.Zone_XHR","userTime.Zone_geolocation","userTime.Zone_PromiseRejectionEvent","userTimingMeasure.Zone","userTimingMeasure.Zone_ZoneAwarePromise","userTimingMeasure.Zone_toString","userTimingMeasure.Zone_util","userTimingMeasure.Zone_legacy","userTimingMeasure.Zone_queueMicrotask","userTimingMeasure.Zone_timers","userTimingMeasure.Zone_requestAnimationFrame","userTimingMeasure.Zone_blocking","userTimingMeasure.Zone_EventTarget","userTimingMeasure.Zone_MutationObserver","userTimingMeasure.Zone_IntersectionObserver","userTimingMeasure.Zone_FileReader","userTimingMeasure.Zone_on_property","userTimingMeasure.Zone_customElements","userTimingMeasure.Zone_XHR","userTimingMeasure.Zone_geolocation","userTimingMeasure.Zone_PromiseRejectionEvent","userTime.ensighten-privacy-ruleId-3604618-deploymentId-683289-start","userTime.ensighten-privacy-ruleId-3604618-deploymentId-683289-end","userTime.ensighten-privacy-ruleId-3616386-deploymentId-689045-start","userTime.ensighten-privacy-ruleId-3616386-deploymentId-689045-end","userTimingMeasure.ensighten-privacy-ruleId-3604618-deploymentId-683289","userTimingMeasure.ensighten-privacy-ruleId-3616386-deploymentId-689045","userTime.FMP","userTime.Interactive","userTimingMeasure.Time To First Byte","userTimingMeasure.Time To First Meaningful Paint","userTimingMeasure.Time To Interactive","userTime.Patch.com_ app rendered","userTime.FB-PERF-TRACE-START-262589-initialRender","userTime.FB-PERF-TRACE-START-540433-initialRender","userTime.FB-PERF-TRACE-START-135990-initialRender","userTime.Page Usable","userTime.PWA Mounted","userTime.DisplayRequest","userTime.AdInfoRequest","userTime.AdComponentRender_NMC1","userTime.AdComponentRender_NMC2","userTime.AdComponentRender_NMC3","userTime.AdComponentRender_NTS1","userTime.AdComponentRender_undefined","userTime.GLOBAL_INITIALIZE_START","userTime.GLOBAL_INITIALIZE_COMPLETE","userTime.INITIALIZE_START","userTime.IFRAME_LOAD_START","userTime.IFRAME_LOAD_END","userTime.INITIALIZE_COMPLETE","userTime.FRAME_START","userTime.ICON_RENDERED","userTime.LAUNCH_COMPONENT_MOUNT","userTime.LAZY_INITIALIZE_START","userTime.LAZY_INITIALIZE_END","userTimingMeasure.timeToCanInitialize","userTimingMeasure.timeToInitialize","userTimingMeasure.timeToDisplayIcon","userTimingMeasure.timeToLoadIframe","userTimingMeasure.timeToMountFabFromStart","userTimingMeasure.timeToLazyInitialize","userTime.starting_content_container","userTime.will_mount_content_container","userTime.mounted_content_container","userTimingMeasure.mount_time_content_container","userTime.cs-start-tag","userTime.cs-start-boot","userTime.cs-step2-boot","userTime.cs-end-boot","userTime.ct-recorderB-parsed","userTime.ct-upload-page-initiated","userTime.ct-upload-page-finished","userTimingMeasure.cs-measure-boot","userTimingMeasure.ct-measure-upload-page","userTime.displayAboveTheFold.fromStart","userTime.react-server.wake","userTime.react-server.renderAboveTheFold","userTime.react-server.renderComplete","CSI.v","CSI.puid","CSI.c","CSI.slotId","CSI.fb","CSI.sdkv","CSI.mrd","CSI.aab","CSI.itv","CSI.met_4","CSI.aec","CSI.action","CSI.top","CSI.ctx","CSI.met_3","userTime.tbl_ic","userTime.tbl_1637757344188_2.0","userTime.tbl_1637757344188_3.0","userTime.tbl_1637757344188_4.0","userTime.tbl_1637757344188_RealTimeUserSyncMainStart_1670631494","userTime.tbl_1637757344188_RealTimeUserSyncCallbackStart_-1399777350","userTime.tbl_1637757344188_RealTimeUserSyncCallbackStop_-1399777350","userTime.FB-PERF-TRACE-START-825669-initialRender","userTime.FB-PERF-TRACE-START-302028-initialRender","userTime.FB-PERF-TRACE-START-151747-initialRender","CSI.e","CSI.met_9","CSI.met_10","CSI.met_1","CSI.qqid_290","CSI.qqid_291","CSI.qqid_292","CSI.qqid_293","CSI.chm","CSI.qqid","userTime.is","userTime.visible","userTime.ofv","userTime.mbv","userTime.e_is","userTime.pc","userTime.dr","userTime.ol","userTime.beforeRender","CSI.ec","userTime.embed-script-start-pre-delay","userTime.sentry-tracing-init","userTime.page-load","userTime.load-stub","userTime.load-one-trust","userTimingMeasure.measure-load-stub","userTimingMeasure.measure-load-one-trust","userTime.Zone_fetch","userTime.Zone_canvas","userTimingMeasure.Zone_fetch","userTimingMeasure.Zone_canvas","userTime.loadStylingStart","userTime.loadStylingEnd","userTimingMeasure.loadStyling","userTime._ADFUEL_ Registry Load _https___i.cdn.turner.com_ads_nba3_nba_homepage.min.js_ Start","userTime._ADFUEL_ Registry Load _https___i.cdn.turner.com_ads_nba3_nba_homepage.min.js_ End","userTime._ADFUEL_ Registering Module_ Index Exchange Identity 1.1.1","userTime._ADFUEL_ Registering Module_ Prebid Module v4.0.39","userTime._ADFUEL_ Registering Module_ In View Refresh v4.0.5","userTime._ADFUEL_ Registering Module_ Malvertising Detection v4.0.6","userTime._ADFUEL_ Registering Module_ Sourcepoint Add-on_ Ad Blocking v4.0.2","userTimingMeasure._ADFUEL_ Registry Load _https___i.cdn.turner.com_ads_nba3_nba_homepage.min.js_","userTime.FB-PERF-TRACE-START-576600-initialRender","userTime.FB-PERF-TRACE-START-971270-initialRender","userTime.FB-PERF-TRACE-START-570493-initialRender","userTime.Zone_registerElement","userTime.Zone_EventTargetLegacy","userTimingMeasure.Zone_registerElement","userTimingMeasure.Zone_EventTargetLegacy","userTime.Sparkle.initialize.start","userTime.Sparkle_IAS.load.start","userTime.Sparkle_Moat.load.start","userTime.Sparkle_Trigr.loadResults.start","userTime.Sparkle_Trigr.loadResults.end","userTime.Sparkle_IAS.load.end","userTime.Sparkle_Moat.load.end","userTimingMeasure.Sparkle_IAS.load","userTimingMeasure.Sparkle_Moat.load","userTimingMeasure.Sparkle_Trigr.loadResults",
"216","0","66352","0","1637746150","63641","0","0x7fc2365eb400","7833","6901","212","0","7833","7790","6818","http://ocsp.dcocsp.cn/","3709958","7791","0","3","9615","221","0","1885","4029847","21865","61.0.1","12179","4499","Step_1","Linux 4.15.0-29-generic","http://gmw.cn","https://www.gmw.cn/","1637746145.0655","Linux 4.15.0-29-generic","1717","6814","61.0.1","https://www.gmw.cn","Firefox","12.1447801376","7790","www.gmw.cn","7035","9500","9500","10100","10100","10100","4600","10100","12405","12287","1","1","521325","623732","0","0","0","0","0","221","86","5","0","45751","12","0","179213","16","0","20268","5","0","3744958","166","0","0","0","0","0","0","0","0","0","0","6669","17","0","211124_H9_A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"228","0","70659","0","1637746176","70214","0","0x7fdbe4ee8000","9958","3990","232","0","9958","9926","3912","http://ocsp.dcocsp.cn/","4005089","9926","0","3","9962","233","0","829","4038077","21984","61.0.1","11670","1383","Step_1","Linux 4.15.0-29-generic","http://gmw.cn","https://www.gmw.cn/","1637746171.1636","Linux 4.15.0-29-generic","1717","3903","61.0.1","https://www.gmw.cn","Firefox","11.6154075844","9926","www.gmw.cn","5082","9500","9500","10000","10000","10000","1500","10000","12478","12382","2","1","442141","438721","0","0","0","0","0","233","86","5","0","45734","12","0","182611","23","0","25117","10","0","3744958","166","0","0","0","0","0","0","0","0","0","0","6669","17","0","211124_H9_A","3991","3991","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"219","0","67680","0","1637746203","64968","0","0x7f2baeb30c00","4688","4098","216","0","4688","4642","4020","http://ocsp.dcocsp.cn/","3712407","4643","0","3","7659","225","0","672","3999308","19412","61.0.1","11350","1212","Step_1","Linux 4.15.0-29-generic","http://gmw.cn","https://www.gmw.cn/","1637746198.0723","Linux 4.15.0-29-generic","1717","4015","61.0.1","https://www.gmw.cn","Firefox","12.8060476137","4642","www.gmw.cn","4196","7300","7400","7700","7700","7700","1200","7700","10414","10328","3","1","572392","924404","0","0","0","0","0","225","86","5","0","45742","12","0","180692","19","0","21247","6","0","3744958","166","0","0","0","0","0","0","0","0","0","0","6669","17","0","211124_H9_A","4099","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2","0","320","0","1637746227","0","12999","0x7fea428a1400","0","48","0","0","31794","0","47","http://ocsp.digicert.com/","0","0","0","1","31794","3","0","55","912","45442","61.0.1","8140","59","Step_1","Linux 4.15.0-29-generic","http://shaparak.ir","http://shaparak.ir/","1637746222.3123","Linux 4.15.0-29-generic","56","47","61.0.1","http://shaparak.ir","Firefox","3.286366022","","shaparak.ir","31800","31800","31800","31800","31800","31800","31800","31800","","","1","1","28","","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","912","2","0","211124_N3_B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2","0","320","0","1637746276","0","12999","0x7fd5274d5400","0","56","0","0","31489","0","56","http://ocsp.digicert.com/","0","0","0","1","31489","3","0","37","912","45381","61.0.1","7879","77","Step_1","Linux 4.15.0-29-generic","http://shaparak.ir","http://shaparak.ir/","1637746271.7387","Linux 4.15.0-29-generic","56","56","61.0.1","http://shaparak.ir","Firefox","3.2035124807","","shaparak.ir","31600","31600","31600","31600","31600","31600","31600","31600","","","2","1","28","","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","912","2","0","211124_N3_B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2","0","320","0","1637746326","0","12999","0x7f10706c3c00","0","36","0","0","31424","0","36","http://ocsp.digicert.com/","0","0","0","1","31424","3","0","46","912","45334","61.0.1","8160","48","Step_1","Linux 4.15.0-29-generic","http://shaparak.ir","http://shaparak.ir/","1637746320.9693","Linux 4.15.0-29-generic","56","36","61.0.1","http://shaparak.ir","Firefox","3.3234227997","","shaparak.ir","31500","31500","31500","31500","31500","31500","31500","31500","","","3","1","29","","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","912","2","0","211124_N3_B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"106","0","35660","0","1637746376","28711","0","0x7fd910b2c800","4047","970","90","0","4047","3986","970","https://www.marketwatch.com/","1684420","3990","0","3","5535","109","0","628","1858416","18137","61.0.1","9520","1107","Step_1","Linux 4.15.0-29-generic","http://marketwatch.com","https://www.marketwatch.com/","1637746371.3439","Linux 4.15.0-29-generic","2258","957","61.0.1","https://www.marketwatch.com","Firefox","12.6478012488","3986","www.marketwatch.com","2567","4100","4100","4100","4300","4300","1200","4300","8103","7993","1","1","378727","492664","0","0","0","0","0","109","7","0","0","84987","7","0","1368748","43","0","93501","5","0","78100","15","0","0","0","0","199156","10","0","0","0","0","17294","24","0","211124_7K_C","","","40","1402","1416","1529","2438","2438","2438","2438","2556","2831","3608","0","0","3608","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"104","0","35875","0","1637746399","26419","0","0x7f0cacca4800.1","7136","610","81","0","7136","7101","609","https://www.marketwatch.com/","1767019","7105","0","3","8084","108","0","284","2009341","21177","61.0.1","10170","560","Step_1","Linux 4.15.0-29-generic","http://marketwatch.com","https://www.marketwatch.com/","1637746393.946","Linux 4.15.0-29-generic","2258","571","61.0.1","https://www.marketwatch.com","Firefox","11.2799467613","7101","www.marketwatch.com","3981","7800","7800","7800","8000","8000","600","8000","10615","10546","2","1","257607","257883","0","0","0","0","0","108","7","0","0","84895","7","0","1522422","44","0","93501","5","0","78023","16","0","0","0","0","199156","10","0","0","0","0","14338","20","0","211124_7K_C","","","28","907","4085","4235","4249","4249","4249","4249","4000","4316","5531","0","0","5531","5351","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"105","0","35153","0","1637746424","34311","0","0x7f5d89a22400.4","8344","563","104","0","8344","8304","562","https://www.marketwatch.com/","1802678","8309","0","2","8567","108","0","267","1858916","20913","61.0.1","10659","430","Step_1","Linux 4.15.0-29-generic","http://marketwatch.com","https://www.marketwatch.com/","1637746419.2162","Linux 4.15.0-29-generic","2258","534","61.0.1","https://www.marketwatch.com","Firefox","11.5844381656","8304","www.marketwatch.com","4081","8000","8000","8000","8600","8600","500","8600","10896","10819","3","1","223965","223186","0","0","0","0","0","108","7","0","0","84890","7","0","1369378","43","0","93501","5","0","78076","14","0","0","0","0","199156","10","0","0","0","0","17285","24","0","211124_7K_C","","","29","1108","782","979","1028","1028","1028","1028","6144","6664","7647","0","0","7647","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"18","0","8786","0","1637746512","8481","0","0x7fa128316c00.1","2416","1185","21","0","2416","1237","1026","http://ocsp.digicert.com/","428910","1238","0","3","2456","22","0","845","436315","11666","61.0.1","2879","847","Step_1","Linux 4.15.0-29-generic","http://docusign.net","https://account.docusign.com/oauth/auth?response_type=code&scope=all%20click.manage%20me_profile%20room_forms%20inproductcommunication_read%20data_explorer_signing_insights%20notary_read%20notary_write%20search_read%20search_write&client_id=2CC56DC9-4BCD-4B55-8AB0-8BA60BAE1065&redirect_uri=https%3A%2F%2Fapp.docusign.com%2Foauth%2Fcallback&state=%7B%22authTxnId%22%3A%226f641c9f-490c-4965-85f0-49c4e60a194c%22%7D#/username","1637746507.2873","Linux 4.15.0-29-generic","158","1024","61.0.1","https://account.docusign.com","Firefox","5.0686378036","1237","account.docusign.com","2301","2300","2300","2300","2300","2400","2300","2400","3745","2300","1","1","270834","273017","0","0","0","0","0","22","3","0","0","14802","4","0","208304","3","0","61972","1","0","9416","2","0","0","0","0","132532","4","0","0","0","0","1884","4","0","211124_HA_D","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
