"ip_addr","initiator_line","bytesOut","load_ms","request_id","image_save","minify_total","cacheControl","score_cdn","id","dns_end","priority","image_total","minify_save","score_cookies","ttfb_ms","score_cache","connect_start","score_compress","cache_time","load_start","server_port","protocol","score_gzip","type","full_url","ssl_end","objectSize","gzip_total","socket_group","contentType","initial_priority","initiator_column","expires","score_combine","score_etags","initiator_type","frame_id","host","bytesIn","raw_id","gzip_save","score_keep-alive","is_secure","dns_start","server_count","score_minify","initiator","connect_ms","socket","url","ssl_start","client_port","method","dns_ms","connect_end","server_rtt","responseCode","ssl_ms","contentEncoding","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","http2_stream_id","http2_stream_weight","http2_stream_exclusive","http2_stream_dependency","objectSizeUncompressed","final_base_page","is_base_page","cpu.EvaluateScript","cpu.FunctionCall","initiator_function","score_progressive_jpeg","jpeg_scan_count",
"157.240.30.174","25","408","1774","1000015311.11","","","public,max-age=31536000,immutable","100","211011_AY_3V","-1","MEDIUM","","","-1","237","100","-1","-1","31536000","1370","","HTTP/2","100","3","https://www.instagram.com/static/bundles/metro/Consumer.js/b1c1ffb20c43.js","-1","358413","358413","","text/javascript","High","","","-1","-1","parser","A97DA31B0A7BD6E088FA5EC9B286CC4E","www.instagram.com","358674","1000015311.11","0","100","1","-1","","-1","https://www.instagram.com/","-1","125","/static/bundles/metro/Consumer.js/b1c1ffb20c43.js","-1","","GET","-1","-1","","200","-1","br","Facebook","3144","1370","1607","1607","3144","1537","1370","3144","1774","10","11","1","0","17","220","True","15","1942999","","","163","0","","","",
"157.240.30.174","26","411","1310","1000015311.12","","","public,max-age=31536000,immutable","100","211011_AY_3V","-1","MEDIUM","","","-1","237","100","-1","-1","31536000","1370","","HTTP/2","100","3","https://www.instagram.com/static/bundles/metro/LandingPage.js/c4ca4238a0b9.js","-1","1","1","","text/javascript","High","","","-1","-1","parser","A97DA31B0A7BD6E088FA5EC9B286CC4E","www.instagram.com","57","1000015311.12","0","100","1","-1","","-1","https://www.instagram.com/","-1","125","/static/bundles/metro/LandingPage.js/c4ca4238a0b9.js","-1","","GET","-1","-1","","200","-1","br","Facebook","2680","1370","1607","1607","2680","1073","1370","2680","1310","11","12","1","0","19","220","True","17","","","","0","","","","",
"157.240.30.174","27","436","1596","1000015311.22","","","public,max-age=31536000,immutable","100","211011_AY_3V","-1","IDLE","","","-1","238","100","-1","-1","31536000","1371","","HTTP/2","100","3","https://www.instagram.com/static/bundles/metro/FeedPageContainer.js/1b8c26465d46.js","-1","25787","25787","","text/javascript","VeryLow","","","-1","-1","parser","A97DA31B0A7BD6E088FA5EC9B286CC4E","www.instagram.com","25845","1000015311.22","0","100","1","-1","","-1","https://www.instagram.com/","-1","125","/static/bundles/metro/FeedPageContainer.js/1b8c26465d46.js","-1","","GET","-1","-1","","200","-1","br","Facebook","2967","1371","1609","1609","2967","1358","1371","2967","1596","12","13","1","0","21","110","True","19","0","","","","","","","",
"157.240.30.174","28","438","1611","1000015311.23","","","public,max-age=31536000,immutable","100","211011_AY_3V","-1","IDLE","","","-1","238","100","-1","-1","31536000","1371","","HTTP/2","100","3","https://www.instagram.com/static/bundles/metro/FeedPageContainer.css/2c01ebf593a4.css","-1","8422","8422","","text/css","VeryLow","","","-1","-1","parser","A97DA31B0A7BD6E088FA5EC9B286CC4E","www.instagram.com","8492","1000015311.23","0","100","1","-1","","-1","https://www.instagram.com/","-1","125","/static/bundles/metro/FeedPageContainer.css/2c01ebf593a4.css","-1","","GET","-1","-1","","200","-1","br","Facebook","2982","1371","1609","1609","2982","1373","1371","2982","1611","13","14","1","0","23","110","True","21","0","","","","","","","",
"157.240.30.174","280","409","1315","1000015311.28","","","public,max-age=31536000,immutable","100","211011_AY_3V","-1","MEDIUM","","","-1","222","100","-1","-1","31536000","1388","","HTTP/2","100","3","https://www.instagram.com/static/bundles/metro/Polyfills.js/6dbbfd1ddaaf.js","-1","12430","12430","","text/javascript","High","","","-1","-1","parser","A97DA31B0A7BD6E088FA5EC9B286CC4E","www.instagram.com","12502","1000015311.28","0","100","1","-1","","-1","https://www.instagram.com/","-1","125","/static/bundles/metro/Polyfills.js/6dbbfd1ddaaf.js","-1","","GET","-1","-1","","200","-1","br","Facebook","2703","1388","1610","1610","2703","1093","1388","2703","1315","14","15","1","0","25","220","True","19","44473","","","10","","","","",
"157.240.30.174","68","431","65","1000015311.47","","","public,max-age=31536000,immutable","100","211011_AY_3V","-1","LOWEST","","","-1","33","100","-1","-1","31536000","3342","","HTTP/2","100","3","https://www.instagram.com/static/bundles/metro/BDClientSignalCollectionTrigger.js/8d73e10bd6a3.js","-1","18491","18491","","text/javascript","Low","619","","-1","-1","script","A97DA31B0A7BD6E088FA5EC9B286CC4E","www.instagram.com","18571","1000015311.47","0","100","1","-1","","-1","https://www.instagram.com/static/bundles/metro/Vendor.js/6b3e3ddf6057.js","-1","125","/static/bundles/metro/BDClientSignalCollectionTrigger.js/8d73e10bd6a3.js","-1","","GET","-1","-1","","200","-1","br","Facebook","3407","3342","3375","3375","3407","32","3342","3407","65","15","16","1","0","27","147","True","0","75314","","","2","","","","",
"157.240.30.174","89","693","820","1000015311.50","","","private, no-cache, no-store, must-revalidate","100","211011_AY_3V","-1","MEDIUM","","","-1","819","-1","-1","-1","","3445","","HTTP/2","-1","3","https://www.instagram.com/qp/batch_fetch_web/","-1","159","","","application/json","High","1697","Sat, 01 Jan 2000 00:00:00 GMT","-1","-1","script","A97DA31B0A7BD6E088FA5EC9B286CC4E","www.instagram.com","1525","1000015311.50","","100","1","-1","","-1","https://www.instagram.com/static/bundles/metro/ConsumerLibCommons.js/557904900b3b.js","-1","125","/qp/batch_fetch_web/","-1","","POST","-1","-1","","200","-1","","Facebook","4265","3445","4264","4264","4265","1","3445","4265","820","16","17","1","0","29","220","True","0","159","","","","","n.send","","",
"157.240.30.27","469","340","90","1000015311.44","","","public,max-age=1200,stale-while-revalidate=3600","100","211011_AY_3V","3363","LOWEST","","","-1","88","0","3364","-1","1200","3448","443","HTTP/2","100","3","https://connect.facebook.net/en_US/sdk.js","3448","1685","1685","ssl/connect.facebook.net:443","application/x-javascript","Low","2681","Mon, 11 Oct 2021 20:11:20 GMT","-1","-1","script","A97DA31B0A7BD6E088FA5EC9B286CC4E","connect.facebook.net","2315","1000015311.44","0","100","1","3319","","-1","https://www.instagram.com/static/bundles/metro/ConsumerLibCommons.js/557904900b3b.js","39","208","/en_US/sdk.js","3403","54214","GET","44","3403","","200","45","gzip","Facebook","3538","3448","3536","3536","3538","2","3319","3538","218","17","18","1","0","1","147","True","0","3097","","","1","","","","",
"157.240.30.174","510","466","797","1000015311.52","0","","public,max-age=31536000,immutable","100","211011_AY_3V","-1","MEDIUM","109678","","-1","75","100","-1","100","31536000","3464","","HTTP/2","100","3","https://www.instagram.com/static/images/homepage/home-phones.png/43cc71bb1b43.png","-1","109678","109678","","image/png","Low","953","","-1","-1","script","A97DA31B0A7BD6E088FA5EC9B286CC4E","www.instagram.com","109804","1000015311.52","0","100","1","-1","","-1","https://www.instagram.com/static/bundles/metro/ConsumerLibCommons.js/557904900b3b.js","-1","125","/static/images/homepage/home-phones.png/43cc71bb1b43.png","-1","","GET","-1","-1","","200","-1","br","Facebook","4261","3464","3539","3539","4261","722","3464","4261","797","18","19","1","0","33","147","True","31","109828","","","","","p","","",
"157.240.30.174","510","486","344","1000015311.51","0","","public,max-age=31536000,immutable","100","211011_AY_3V","-1","MEDIUM","76329","","-1","75","100","-1","100","31536000","3464","","HTTP/2","100","3","https://www.instagram.com/static/bundles/metro/sprite_core_32f0a4f27407.png/32f0a4f27407.png","-1","76329","76329","","image/png","Low","953","","-1","-1","script","A97DA31B0A7BD6E088FA5EC9B286CC4E","www.instagram.com","76444","1000015311.51","0","100","1","-1","","-1","https://www.instagram.com/static/bundles/metro/ConsumerLibCommons.js/557904900b3b.js","-1","125","/static/bundles/metro/sprite_core_32f0a4f27407.png/32f0a4f27407.png","-1","","GET","-1","-1","","200","-1","br","Facebook","3808","3464","3539","3539","3808","269","3464","3808","344","19","20","1","0","31","147","True","29","76578","","","","","p","","",
"157.240.30.174","0","416","254","1000015311.53","12852","","public,max-age=31536000,immutable","100","211011_AY_3V","-1","MEDIUM","41581","","-1","165","100","-1","69","31536000","3486","","HTTP/2","100","3","https://www.instagram.com/static/images/homepage/screenshot1.jpg/d6bf0c928b5a.jpg","-1","41581","41581","","image/jpeg","Low","","","-1","-1","parser","A97DA31B0A7BD6E088FA5EC9B286CC4E","www.instagram.com","41679","1000015311.53","0","100","1","-1","","-1","https://www.instagram.com/","-1","125","/static/images/homepage/screenshot1.jpg/d6bf0c928b5a.jpg","-1","","GET","-1","-1","","200","-1","br","Facebook","3740","3486","3651","3651","3740","89","3486","3740","254","20","21","1","0","35","220","True","29","42261","","","","","","100","9",
"157.240.30.174","0","416","386","1000015311.54","11639","","public,max-age=31536000,immutable","100","211011_AY_3V","-1","MEDIUM","31724","","-1","323","100","-1","63","31536000","3486","","HTTP/2","100","3","https://www.instagram.com/static/images/homepage/screenshot2.jpg/6f03eb85463c.jpg","-1","31724","31724","","image/jpeg","Low","","","-1","-1","parser","A97DA31B0A7BD6E088FA5EC9B286CC4E","www.instagram.com","31805","1000015311.54","0","100","1","-1","","-1","https://www.instagram.com/","-1","125","/static/images/homepage/screenshot2.jpg/6f03eb85463c.jpg","-1","","GET","-1","-1","","200","-1","br","Facebook","3872","3486","3809","3809","3872","63","3486","3872","386","21","22","1","0","37","220","True","35","32106","","","","","","100","11",
"157.240.30.174","0","416","487","1000015311.55","6696","","public,max-age=31536000,immutable","100","211011_AY_3V","-1","MEDIUM","23440","","-1","323","100","-1","71","31536000","3486","","HTTP/2","100","3","https://www.instagram.com/static/images/homepage/screenshot3.jpg/f0c687aa6ec2.jpg","-1","23440","23440","","image/jpeg","Low","","","-1","-1","parser","A97DA31B0A7BD6E088FA5EC9B286CC4E","www.instagram.com","23520","1000015311.55","0","100","1","-1","","-1","https://www.instagram.com/","-1","125","/static/images/homepage/screenshot3.jpg/f0c687aa6ec2.jpg","-1","","GET","-1","-1","","200","-1","br","Facebook","3973","3486","3809","3809","3973","164","3486","3973","487","22","23","1","0","39","220","True","37","24052","","","","","","100","8",
"157.240.30.174","0","416","531","1000015311.56","8940","","public,max-age=31536000,immutable","100","211011_AY_3V","-1","MEDIUM","26079","","-1","324","100","-1","65","31536000","3486","","HTTP/2","100","3","https://www.instagram.com/static/images/homepage/screenshot4.jpg/842fe5699220.jpg","-1","26079","26079","","image/jpeg","Low","","","-1","-1","parser","A97DA31B0A7BD6E088FA5EC9B286CC4E","www.instagram.com","26159","1000015311.56","0","100","1","-1","","-1","https://www.instagram.com/","-1","125","/static/images/homepage/screenshot4.jpg/842fe5699220.jpg","-1","","GET","-1","-1","","200","-1","br","Facebook","4017","3486","3810","3810","4017","207","3486","4017","531","23","24","1","0","41","220","True","39","26442","","","","","","100","11",
"157.240.30.174","0","416","589","1000015311.57","10952","","public,max-age=31536000,immutable","100","211011_AY_3V","-1","MEDIUM","34240","","-1","324","100","-1","68","31536000","3486","","HTTP/2","100","3","https://www.instagram.com/static/images/homepage/screenshot5.jpg/0a2d3016f375.jpg","-1","34240","34240","","image/jpeg","Low","","","-1","-1","parser","A97DA31B0A7BD6E088FA5EC9B286CC4E","www.instagram.com","34329","1000015311.57","0","100","1","-1","","-1","https://www.instagram.com/","-1","125","/static/images/homepage/screenshot5.jpg/0a2d3016f375.jpg","-1","","GET","-1","-1","","200","-1","br","Facebook","4075","3486","3810","3810","4075","265","3486","4075","589","24","25","1","0","43","220","True","41","35056","","","","","","100","8",
"157.240.30.27","21","413","304","1000015311.58","","","public,max-age=31536000,stale-while-revalidate=3600,immutable","100","211011_AY_3V","-1","LOWEST","","","-1","69","100","3540","-1","31536000","3657","443","HTTP/2","100","3","https://connect.facebook.net/en_US/sdk.js?hash=212da20b7e80cd9f521df93eeb01c82c","3657","77521","77521","pm/ssl/connect.facebook.net:443","application/x-javascript","Low","1015","Tue, 11 Oct 2022 18:27:21 GMT","-1","-1","script","A97DA31B0A7BD6E088FA5EC9B286CC4E","connect.facebook.net","78210","1000015311.58","0","100","1","-1","","-1","https://connect.facebook.net/en_US/sdk.js","55","257","/en_US/sdk.js?hash=212da20b7e80cd9f521df93eeb01c82c","3595","54216","GET","-1","3595","","200","62","gzip","Facebook","3961","3657","3726","3726","3961","235","3540","3961","421","25","26","1","0","1","147","True","0","275537","","","16","12","_","","",
"157.240.30.35","120","500","86","1000015311.59","","","private, no-cache, no-store, must-revalidate","100","211011_AY_3V","4089","MEDIUM","","","-1","86","-1","4089","-1","","4271","443","HTTP/2","-1","3","https://www.facebook.com/x/oauth/status?client_id=124024574287414&input_token&origin=1&redirect_uri=https%3A%2F%2Fwww.instagram.com%2F&sdk=joey&wants_cookie_data=true","4271","0","","ssl/www.facebook.com:443","text/plain","High","977","Sat, 01 Jan 2000 00:00:00 GMT","-1","-1","script","A97DA31B0A7BD6E088FA5EC9B286CC4E","www.facebook.com","1065","1000015311.59","","100","1","3993","","-1","https://connect.facebook.net/en_US/sdk.js?hash=212da20b7e80cd9f521df93eeb01c82c","95","269","/x/oauth/status?client_id=124024574287414&input_token&origin=1&redirect_uri=https%3A%2F%2Fwww.instagram.com%2F&sdk=joey&wants_cookie_data=true","4184","53392","GET","96","4184","","200","87","","Facebook","4357","4271","4357","4357","4357","0","3993","4357","364","26","27","1","0","1","220","True","0","","","","","","r","","",
"157.240.30.174","","411","96","1000015311.60","0","","public,max-age=31536000,immutable","100","211011_AY_3V","-1","MEDIUM","34719","","-1","35","100","-1","100","31536000","4274","","HTTP/2","100","3","https://www.instagram.com/static/images/ico/favicon-192.png/68d99ba29cc8.png","-1","34719","34719","","image/png","High","","","-1","-1","other","A97DA31B0A7BD6E088FA5EC9B286CC4E","www.instagram.com","34814","1000015311.60","0","100","1","-1","","-1","","-1","125","/static/images/ico/favicon-192.png/68d99ba29cc8.png","-1","","GET","-1","-1","","200","-1","br","Facebook","4370","4274","4309","4309","4370","61","4274","4370","96","27","28","1","0","45","220","True","0","34715","","","","","","","",
"157.240.30.174","","444","57","1000015311.62","0","","public,max-age=31536000,immutable","100","211011_AY_3V","-1","MEDIUM","9799","","-1","40","100","-1","100","31536000","4386","","HTTP/2","100","3","https://www.instagram.com/static/images/appstore-install-badges/badge_android_english-en.png/e9cd846dc748.png","-1","9799","9799","","image/png","Low","","","-1","-1","other","A97DA31B0A7BD6E088FA5EC9B286CC4E","www.instagram.com","9877","1000015311.62","0","100","1","-1","","-1","","-1","125","/static/images/appstore-install-badges/badge_android_english-en.png/e9cd846dc748.png","-1","","GET","-1","-1","","200","-1","br","Facebook","4443","4386","4426","4426","4443","17","4386","4443","57","28","29","1","0","49","147","True","47","10071","","","","","","","",
"157.240.30.174","","440","40","1000015311.61","0","","public,max-age=31536000,immutable","100","211011_AY_3V","-1","MEDIUM","3522","","-1","34","100","-1","100","31536000","4386","","HTTP/2","100","3","https://www.instagram.com/static/images/appstore-install-badges/badge_ios_english-en.png/180ae7a0bcf7.png","-1","3522","3522","","image/png","Low","","","-1","-1","other","A97DA31B0A7BD6E088FA5EC9B286CC4E","www.instagram.com","3599","1000015311.61","0","100","1","-1","","-1","","-1","125","/static/images/appstore-install-badges/badge_ios_english-en.png/180ae7a0bcf7.png","-1","","GET","-1","-1","","200","-1","br","Facebook","4426","4386","4420","4420","4426","6","4386","4426","40","29","30","1","0","47","147","True","0","3754","","","","","","","",
"157.240.30.174","","407","44","1000015311.63","","","public,max-age=31536000,immutable","100","211011_AY_3V","-1","MEDIUM","","","-1","38","100","-1","-1","31536000","4406","","HTTP/2","100","3","https://www.instagram.com/static/images/ico/favicon.ico/36b3ee2d91ed.ico","-1","3583","3583","","image/vnd.microsoft.icon","High","","","-1","-1","other","A97DA31B0A7BD6E088FA5EC9B286CC4E","www.instagram.com","3678","1000015311.63","0","100","1","-1","","-1","","-1","125","/static/images/ico/favicon.ico/36b3ee2d91ed.ico","-1","","GET","-1","-1","","200","-1","br","Facebook","4450","4406","4444","4444","4450","6","4406","4450","44","30","31","1","0","51","220","True","0","5430","","","","","","","",
"157.240.30.174","89","680","173","1000015311.64","","","private, no-cache, no-store, must-revalidate","100","211011_AY_3V","-1","MEDIUM","","","-1","172","-1","-1","-1","","5270","","HTTP/2","-1","3","https://www.instagram.com/ajax/bz","-1","15","","","application/json","High","1697","Sat, 01 Jan 2000 00:00:00 GMT","-1","-1","script","A97DA31B0A7BD6E088FA5EC9B286CC4E","www.instagram.com","119","1000015311.64","","100","1","-1","","-1","https://www.instagram.com/static/bundles/metro/ConsumerLibCommons.js/557904900b3b.js","-1","125","/ajax/bz","-1","","POST","-1","-1","","200","-1","","Facebook","5443","5270","5442","5442","5443","1","5270","5443","173","31","32","1","0","53","220","True","0","15","","","","","n.send","","",
"31.13.66.174","","386","132","53458C85A8B13831BA27A2AB59FC95F7","","","","-1","211011_AY_3V","1","HIGHEST","","","-1","132","-1","4","-1","","132","80","http/1.1","-1","3","http://instagram.com/","-1","0","","instagram.com:80","text/plain","VeryHigh","","","-1","-1","script","13803EE6E4B02F30536DC01AE52A7B6B","instagram.com","0","53458C85A8B13831BA27A2AB59FC95F7","","-1","0","0","","-1","","128","107","/","-1","33546","GET","-1","132","","301","-1","","","264","132","264","264","264","0","4","264","260","0","1","2","0","","","","","","","","","","","","",
"31.13.66.174","","396","197","53458C85A8B13831BA27A2AB59FC95F7-1","","","private, no-cache, no-store, must-revalidate","-1","211011_AY_3V","-1","VeryHigh","","","-1","197","-1","266","-1","","526","443","HTTP/2","-1","3","https://instagram.com/","525","0","","ssl/instagram.com:443","text/html","VeryHigh","","Sat, 01 Jan 2000 00:00:00 GMT","-1","-1","script","13803EE6E4B02F30536DC01AE52A7B6B","instagram.com","0","53458C85A8B13831BA27A2AB59FC95F7","","-1","1","-1","","-1","","124","114","/","390","54412","GET","-1","390","","301","135","","","723","526","723","723","723","0","266","723","456","1","2","2","0","1","256","True","0","","","","","","","","",
"157.240.30.174","","400","263","53458C85A8B13831BA27A2AB59FC95F7-2","","","private, no-cache, no-store, must-revalidate","100","211011_AY_3V","725","VeryHigh","","","-1","228","-1","725","-1","","802","443","HTTP/2","100","3","https://www.instagram.com/","801","20440","20440","ssl/www.instagram.com:443","text/html","VeryHigh","","Sat, 01 Jan 2000 00:00:00 GMT","-1","-1","script","13803EE6E4B02F30536DC01AE52A7B6B","www.instagram.com","22418","53458C85A8B13831BA27A2AB59FC95F7","0","100","1","724","","-1","","32","124","/","758","46518","GET","1","757","","200","43","gzip","Facebook","1065","802","1030","1030","1065","35","724","1065","339","2","3","2","0","1","256","True","0","66941","1","1","5","0","","","",
"157.240.30.174","18","434","69","1000016619.4","","","public,max-age=31536000,immutable","100","211011_AY_3V","-1","HIGHEST","","","-1","34","100","-1","-1","31536000","1044","","HTTP/2","100","3","https://www.instagram.com/static/bundles/metro/ConsumerUICommons.css/4b3dd0be0139.css","-1","20160","20160","","text/css","VeryHigh","","","-1","-1","parser","13803EE6E4B02F30536DC01AE52A7B6B","www.instagram.com","20352","1000016619.4","0","100","1","-1","","-1","https://www.instagram.com/","-1","124","/static/bundles/metro/ConsumerUICommons.css/4b3dd0be0139.css","-1","","GET","-1","-1","","200","-1","br","Facebook","1113","1044","1078","1078","1113","35","1044","1113","69","3","4","2","0","3","256","True","1","173769","","","","","","","",
