"responses_200","testStartOffset","bytesOut","optimization_checked","start_epoch","bytesOutDoc","result","final_base_page_request_id","basePageSSLTime","docTime","domContentLoadedEventEnd","requestsDoc","responses_404","loadTime","loadEventStart","domContentLoadedEventStart","final_url","bytesInDoc","loadEventEnd","cached","responses_other","fullyLoaded","requests","final_base_page_request","TTFB","bytesIn","test_run_time_ms","browser_version","fullyLoadedCPUms","firstPaint","eventName","os_version","URL","document_URL","date","osVersion","domElements","domInteractive","browserVersion","document_origin","browser_name","fullyLoadedCPUpct","domComplete","document_hostname","lastVisualChange","visualComplete","render","SpeedIndex","visualComplete85","visualComplete90","visualComplete95","visualComplete99","TTIMeasurementEnd","LastInteractive","run","step","effectiveBps","effectiveBpsDoc","domTime","aft","titleTime","domLoading","server_rtt","requestsFull","smallImageCount","bigImageCount","maybeCaptcha","bytes.html","requests.html","bytesUncompressed.html","bytes.js","requests.js","bytesUncompressed.js","bytes.css","requests.css","bytesUncompressed.css","bytes.image","requests.image","bytesUncompressed.image","bytes.flash","requests.flash","bytesUncompressed.flash","bytes.font","requests.font","bytesUncompressed.font","bytes.video","requests.video","bytesUncompressed.video","bytes.other","requests.other","bytesUncompressed.other","id","userTime.gpt-tag-load","userTime.gpt-first-ad-request","userTime.gpt-first-ad-render","userTime.uol-vueland-vue-app-store_start","userTime.uol-vueland-vue-app-init_start","userTimingMeasure.uol-vueland-vue-app-store","userTimingMeasure.uol-vueland-vue-app-init","userTime","FirstInteractive","CSI.s","CSI.t","CSI.atyp","CSI.ei","CSI.rt","CSI.imn","CSI.ima","CSI.imad","CSI.aftp","CSI.bl","CSI.wsrt","CSI.aft","CSI.prt","userTime.core_execution_start","userTime.core_execution_end","userTime.hydrate-performance-hoc","userTime.recaptcha_start","userTime.recaptcha_module_end","userTime.recaptcha_initialize_start","userTime.recaptcha_initialize_end","userTimingMeasure.TTFCP","userTimingMeasure.TTFMP","userTimingMeasure.Legacy Recaptcha module loaded","userTimingMeasure.Legacy Recaptcha total time","userTimingMeasure.Legacy Recaptcha initialized","userTime.Zone","userTime.Zone_ZoneAwarePromise","userTime.Zone_toString","userTime.Zone_util","userTime.Zone_legacy","userTime.Zone_timers","userTime.Zone_requestAnimationFrame","userTime.Zone_blocking","userTime.Zone_EventTarget","userTime.Zone_MutationObserver","userTime.Zone_IntersectionObserver","userTime.Zone_FileReader","userTime.Zone_on_property","userTime.Zone_customElements","userTime.Zone_XHR","userTime.Zone_geolocation","userTime.Zone_PromiseRejectionEvent","userTimingMeasure.Zone","userTimingMeasure.Zone_ZoneAwarePromise","userTimingMeasure.Zone_toString","userTimingMeasure.Zone_util","userTimingMeasure.Zone_legacy","userTimingMeasure.Zone_timers","userTimingMeasure.Zone_requestAnimationFrame","userTimingMeasure.Zone_blocking","userTimingMeasure.Zone_EventTarget","userTimingMeasure.Zone_MutationObserver","userTimingMeasure.Zone_IntersectionObserver","userTimingMeasure.Zone_FileReader","userTimingMeasure.Zone_on_property","userTimingMeasure.Zone_customElements","userTimingMeasure.Zone_XHR","userTimingMeasure.Zone_geolocation","userTimingMeasure.Zone_PromiseRejectionEvent","TimeToInteractive","userTime.ad_init","userTime.fetch_ads","userTime.bidding_init","userTime.loadStarteventUtils","userTime.loadEndeventUtils","userTime.loadStartpixelQueue","userTime.loadEndpixelQueue","userTime.bidding_done","userTime.cnet_ad_nav-ad-plus","userTime.cnet_ad_leader-plus-top","userTime.cnet_ad_incontent-ad-plus-billboard-middle","userTime.cnet_ad_replay-wide-bottom","userTime.cnet_ad_incontent-ad-plus-billboard-middle2","userTime.cnet_ad_incontent-ad-plus-billboard-middle3","userTime.cnet_ad_sponsored-logo-bottom","userTime.cnet_ad_incontent-ad-plus-billboard-bottom","userTimingMeasure.lteu","userTimingMeasure.ltpq","userTime.Zone_defineProperty","userTime.Zone_registerElement","userTime.Zone_EventTargetLegacy","userTime.Zone_queueMicrotask","userTimingMeasure.Zone_defineProperty","userTimingMeasure.Zone_registerElement","userTimingMeasure.Zone_EventTargetLegacy","userTimingMeasure.Zone_queueMicrotask","userTime.start widget_conductor_init","userTime.end widget_conductor_init","userTimingMeasure.widget_conductor_init","userTime.snaptr","userTimingMeasure.Next.js-before-hydration","userTimingMeasure.Next.js-hydration","userTime.standard boot","userTime.standard start","userTime.standard end","userTime.cmp-tcfv2-init","userTime.commercial request","userTime.enhanced request","userTime.commercial boot","userTime.gu.commercial.commercialStart","userTime.enhanced boot","userTime.App Begin","userTime.braze-banner-start","userTime.App End","userTime.gu.commercial.commercialEnd","userTime.cmp-tcfv2-ui-displayed","userTime.HP_RIBBON1_slotBuild","userTime.HP_LB2_slotBuild","userTime.HP_RIBBON1B_slotBuild","userTime.prebidAuctionInit","userTime.prebidAuctionEnd","userTimingMeasure.prebidAuction","userTime.Zone_Error","userTimingMeasure.Zone_Error","userTime.app_rendered","userTime.app_mounted","userTime.window_load","userTime.optimizely_blockBegin","userTime.first_paint","userTime.preloaderExecuted","userTime.loaderExecuted","userTime.serverRendering.startRehydrate","userTime.serverRendering.startFresh","userTime.serverRendering.completeRender","userTimingMeasure.googleTagManager","userTimingMeasure.fluxibleRehydrate","userTimingMeasure.initializeAppEnvironment","userTimingMeasure.setupRoutes","userTimingMeasure.stylesheetRehydrate","userTimingMeasure.reactRender","userTimingMeasure.googleOneTap","userTime.cs-start-tag","userTime.cs-start-boot","userTime.cs-step2-boot","userTime.cs-end-boot","userTime.ct-recorderB-parsed","userTime.ct-upload-page-initiated","userTime.ct-upload-page-finished","userTimingMeasure.cs-measure-boot","userTimingMeasure.ct-measure-upload-page","userTime.start-auth_initialize","userTime.start-cart_update_api_call","userTime.start-async_component_pending-order-edit","userTime.stop-async_component_pending-order-edit","userTime.start-shipt_fetch_zipcode_delivery_store_id_api_call","userTimingMeasure.____ async_component_pending-order-edit","userTime.CLIENT_SIDE_START","userTime.page","userTime.partner","userTime.user","userTime.dpr","userTime.weatherMode","userTime.metrics","userTime.subscription","userTime.ads","userTime.LOAD-ADS-START","userTime.WxuNewsroom-meta-1869d024-e7ae-469b-8d1d-453aea8e6fe7","userTime.WxuAd-topAds-53dce052-5465-4609-a555-c3a20ab64ab0","userTime.WxuAd-contentTop-50b69813-b340-4d89-a22d-016d4b682491","userTime.WxuAd-main-6ec6a613-6078-498e-92b3-efb8a9c40adf","userTime.WxuAd-main-e0ab3ad1-2034-4075-a98f-b3d272a18bd5","userTime.WxuAd-main-617de16a-5b28-4ea6-8a32-d3e81ec478dc","userTime.WxuAd-sidebar-2216c858-71f6-472b-a087-375ed6aa08a2","userTime.WxuAd-sidebar-ddd4a3cb-7622-4c4d-b058-5101b4678ae5","userTime.WxuAd-sidebar-d2ec6be1-08ec-4be9-b2d3-9df78d6b0d32","userTime.WxuAd-sidebar-fbb14727-c8f1-4a09-a56b-b840a24681c4","userTime.WxuAd-contentBottom-cb63b42d-d07c-48d9-a6a4-5f0b1dbc58bf","userTime.WxuHeaderLargeScreen-header-9944ec87-e4d4-4f18-b23e-ce4a3fd8a3ba","userTime.WxuSavedLocations-header-9aea3e61-fbf8-4da4-9e07-f96abf18cdf1","userTime.WxuLocalsuiteNav-header-71dadf79-621d-43ff-9a1a-d99a39f16abe","userTime.Taboola-main-f6ca0247-5836-4cb0-a1f4-a2d9e3cf15bf","userTime.WxuContentMedia-main-eca80ceb-d167-47d5-abe3-ce01a2b10ffc","userTime.WxuContentMedia-main-7a64efde-4532-4374-acd9-6061b0a92b95","userTime.WxuContentMedia-main-bf4ee11b-1686-4fe2-b1ff-dbdeb84aacab","userTime.WxuContentMedia-main-93e78c6f-fbe9-47e1-ae14-07a7ca30cac0","userTime.WxuContentMedia-main-68cf0061-cd5c-4c9a-a8e5-8ab8113bb28b","userTime.WxuContentMedia-sidebar-154205c3-43e0-4e4d-a284-972095b12084","userTime.WxuSmartMessage-main-ccd9cf55-d5e7-49c0-ad2b-3551f3b154fe","userTime.WxuSmartMessage-sidebar-4f2fc4ea-834c-493d-93af-1e3cdf2daea7","userTime.WxuSmartMessage-sidebar-2384c765-4ac5-41e9-8f2d-5a69476cf939","userTime.WxuHurricaneTrackerCard-sidebar-eaf3a578-6862-468e-9c75-5973515b2d3f","userTime.WxuPrivacyDataNotice-main-7ba809f2-44e7-4620-8c90-12aab7b79f2a","userTime.WxuMedalliaSurvey-footer-495720e7-facc-4c28-af6b-52f78459520a","userTime.WxuPromoDriver-sidebar-721f1a1a-460a-422c-a0db-db83a582b227","userTime.WxuFooter-footer-5b5ebc4f-6cb5-4bcf-8c09-60524c9ff62d","userTime.LAZYLOAD_AD_START","userTimingMeasure.CLIENT_SIDE_START-0","userTimingMeasure.LOAD-ADS-START","userTimingMeasure.SEARCH-READY","userTimingMeasure.SET-MISC-CUST_PARAMS","userTimingMeasure.WXU_ADS_CUST_PARAMS_THIRD_PARTY_PREPARES_DONE","userTimingMeasure.COMPLETE-TARGETING-FOR-CUST_PARAMS","userTimingMeasure.SLOTS-READY","userTimingMeasure.CHECK-RUBICON-DONE","userTimingMeasure.CHECK-COMPLETE-TARGETING-FOR-CUST-PARAMS","userTimingMeasure.AD_CALL","userTimingMeasure.WXU_ADS_SLOTS_READY_DEPENDENT_THIRD_PARTY_PREPARES_DONE","userTimingMeasure.page-1","userTimingMeasure.partner-1","userTimingMeasure.user-1","userTimingMeasure.dpr-1","userTimingMeasure.weatherMode-1","userTimingMeasure.metrics-1","userTimingMeasure.subscription-1","userTimingMeasure.ads-1","userTimingMeasure.WxuNewsroom-meta-1869d024-e7ae-469b-8d1d-453aea8e6fe7-1","userTimingMeasure.WxuAd-topAds-53dce052-5465-4609-a555-c3a20ab64ab0-1","userTimingMeasure.WxuAd-contentTop-50b69813-b340-4d89-a22d-016d4b682491-1","userTimingMeasure.WxuAd-main-6ec6a613-6078-498e-92b3-efb8a9c40adf-1","userTimingMeasure.WxuAd-main-e0ab3ad1-2034-4075-a98f-b3d272a18bd5-1","userTimingMeasure.WxuAd-main-617de16a-5b28-4ea6-8a32-d3e81ec478dc-1","userTimingMeasure.WxuAd-sidebar-2216c858-71f6-472b-a087-375ed6aa08a2-1","userTimingMeasure.WxuAd-sidebar-ddd4a3cb-7622-4c4d-b058-5101b4678ae5-1","userTimingMeasure.WxuAd-sidebar-d2ec6be1-08ec-4be9-b2d3-9df78d6b0d32-1","userTimingMeasure.WxuAd-sidebar-fbb14727-c8f1-4a09-a56b-b840a24681c4-1","userTimingMeasure.WxuAd-contentBottom-cb63b42d-d07c-48d9-a6a4-5f0b1dbc58bf-1","userTimingMeasure.WxuHeaderLargeScreen-header-9944ec87-e4d4-4f18-b23e-ce4a3fd8a3ba-1","userTimingMeasure.WxuSavedLocations-header-9aea3e61-fbf8-4da4-9e07-f96abf18cdf1-1","userTimingMeasure.WxuLocalsuiteNav-header-71dadf79-621d-43ff-9a1a-d99a39f16abe-1","userTimingMeasure.Taboola-main-f6ca0247-5836-4cb0-a1f4-a2d9e3cf15bf-1","userTimingMeasure.WxuContentMedia-main-eca80ceb-d167-47d5-abe3-ce01a2b10ffc-1","userTimingMeasure.WxuContentMedia-main-7a64efde-4532-4374-acd9-6061b0a92b95-1","userTimingMeasure.WxuContentMedia-main-bf4ee11b-1686-4fe2-b1ff-dbdeb84aacab-1","userTimingMeasure.WxuContentMedia-main-93e78c6f-fbe9-47e1-ae14-07a7ca30cac0-1","userTimingMeasure.WxuContentMedia-main-68cf0061-cd5c-4c9a-a8e5-8ab8113bb28b-1","userTimingMeasure.WxuContentMedia-sidebar-154205c3-43e0-4e4d-a284-972095b12084-1","userTimingMeasure.WxuSmartMessage-main-ccd9cf55-d5e7-49c0-ad2b-3551f3b154fe-1","userTimingMeasure.WxuSmartMessage-sidebar-4f2fc4ea-834c-493d-93af-1e3cdf2daea7-1","userTimingMeasure.WxuSmartMessage-sidebar-2384c765-4ac5-41e9-8f2d-5a69476cf939-1","userTimingMeasure.WxuHurricaneTrackerCard-sidebar-eaf3a578-6862-468e-9c75-5973515b2d3f-1","userTimingMeasure.WxuPrivacyDataNotice-main-7ba809f2-44e7-4620-8c90-12aab7b79f2a-1","userTimingMeasure.WxuMedalliaSurvey-footer-495720e7-facc-4c28-af6b-52f78459520a-1","userTimingMeasure.WxuPromoDriver-sidebar-721f1a1a-460a-422c-a0db-db83a582b227-1","userTimingMeasure.WxuFooter-footer-5b5ebc4f-6cb5-4bcf-8c09-60524c9ff62d-1","userTime.sentry-tracing-init",
"146","0","52719","0","1635255602","46050","0","0x7f0b5dec1800.1","93","14156","8891","143","0","14156","14124","8691","https://www.investing.com/","1976307","14125","0","5","15850","151","0","778","2215805","32281","61.0.1","12379","4932","Step_1","Linux 4.15.0-29-generic","http://investing.com","https://www.investing.com/","1635255597.0777","Linux 4.15.0-29-generic","7053","8574","61.0.1","https://www.investing.com","Firefox","9.21816828","14124","www.investing.com","17000","16100","8300","14604","16100","16100","16100","16100","18317","18203","1","1","147014","147728","0","0","0","0","0","151","31","2","0","139182","4","0","751792","40","0","229079","6","0","1061549","54","0","0","0","0","0","0","0","0","0","0","33638","41","0","211026_J6_32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"137","0","52554","0","1635255644","45772","0","0x7fb2e32b6c00.3","91","9219","4966","136","0","9219","9192","4781","https://www.investing.com/","1971684","9192","0","5","9918","142","0","712","2211356","25790","61.0.1","9949","1483","Step_1","Linux 4.15.0-29-generic","http://investing.com","https://www.investing.com/","1635255639.3731","Linux 4.15.0-29-generic","7052","4700","61.0.1","https://www.investing.com","Firefox","10.0251889169","9192","www.investing.com","9400","9400","4500","6813","6900","9400","9400","9400","12411","12346","2","1","240208","231771","0","0","0","0","0","142","31","2","0","139630","4","0","751976","40","0","229079","6","0","1061514","53","0","0","0","0","0","0","0","0","0","0","28592","33","0","211026_J6_32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"141","0","56802","0","1635255676","50515","0","0x7efefe741800","101","15959","11817","140","0","15959","15925","11557","https://www.investing.com/","1976122","15926","0","5","16661","146","0","1414","2215447","33039","61.0.1","12749","3668","Step_1","Linux 4.15.0-29-generic","http://investing.com","https://www.investing.com/","1635255671.077","Linux 4.15.0-29-generic","7052","11514","61.0.1","https://www.investing.com","Firefox","9.1201716738","15925","www.investing.com","17300","16100","11201","12537","12300","16100","16100","16100","19116","19022","3","1","145303","135862","0","0","0","0","0","146","31","2","0","139395","4","0","752275","40","0","229079","6","0","1061549","54","0","0","0","0","0","0","0","0","0","0","32584","36","0","211026_J6_32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1","0","1647","0","1635255713","320","0","0x7f73bef6a400","","678","643","4","0","678","646","643","http://ocsp.digicert.com/","736","646","0","4","815","5","0","284","1016","9723","61.0.1","1430","649","Step_1","Linux 4.15.0-29-generic","http://bestbuy.com","https://www.bestbuy.com/","1635255708.8235","Linux 4.15.0-29-generic","5","642","61.0.1","https://www.bestbuy.com","Firefox","3.1428571429","646","www.bestbuy.com","700","700","700","700","700","700","700","700","3275","700","1","1","1913","1868","0","0","0","0","0","5","0","0","0","265","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","471","1","0","211026_JW_33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1","0","1647","0","1635255732","320","0","0x7ff7ef4b4c00","","806","761","4","0","806","764","761","http://ocsp.digicert.com/","735","764","0","3","850","5","0","295","735","9759","61.0.1","1779","766","Step_1","Linux 4.15.0-29-generic","http://bestbuy.com","https://www.bestbuy.com/","1635255727.0503","Linux 4.15.0-29-generic","5","760","61.0.1","https://www.bestbuy.com","Firefox","3.8746190683","764","www.bestbuy.com","800","800","800","800","800","800","800","800","3269","800","2","1","1324","1438","0","0","0","0","0","5","0","0","0","264","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","471","1","0","211026_JW_33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1","0","1647","0","1635255746","320","0","0x7f165dc18400","","607","537","4","0","607","538","537","http://ocsp.digicert.com/","735","538","0","3","611","5","0","255","735","9657","61.0.1","1149","549","Step_1","Linux 4.15.0-29-generic","http://bestbuy.com","https://www.bestbuy.com/","1635255741.0484","Linux 4.15.0-29-generic","5","534","61.0.1","https://www.bestbuy.com","Firefox","2.412418712","538","www.bestbuy.com","500","500","500","500","500","500","500","500","3237","537","3","1","2064","2088","0","0","0","0","0","5","0","0","0","264","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","471","1","0","211026_JW_33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"55","0","14722","0","1635255760","12288","0","0x7fde47aafc00.1","","4763","4104","50","0","4763","4737","4000","http://researchgate.net/.well-known/http-opportunistic","1025512","4737","0","2","6394","57","0","214","1268652","17141","61.0.1","5380","2433","Step_1","Linux 4.15.0-29-generic","http://researchgate.net","https://www.researchgate.net/","1635255755.0072","Linux 4.15.0-29-generic","285","3712","61.0.1","https://www.researchgate.net","Firefox","6.7937870943","4737","www.researchgate.net","6300","6300","2800","5457","6300","6300","6300","6300","8884","8794","1","1","205283","225436","0","0","0","0","0","57","2","0","0","10841","4","0","833805","14","0","64320","8","0","200880","10","0","0","0","0","69020","4","0","0","0","0","89781","16","0","211026_67_34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"54","0","14722","0","1635255785","12288","0","0x7f7bcb9c1800.1","","5359","4833","49","0","5359","5318","4727","http://researchgate.net/.well-known/http-opportunistic","1024163","5318","0","2","6770","56","0","170","1267303","18350","61.0.1","5190","2217","Step_1","Linux 4.15.0-29-generic","http://researchgate.net","https://www.researchgate.net/","1635255780.0625","Linux 4.15.0-29-generic","285","4427","61.0.1","https://www.researchgate.net","Firefox","6.2947240752","5318","www.researchgate.net","6800","6800","2600","5958","6800","6800","6800","6800","9685","9590","2","1","192015","197371","0","0","0","0","0","56","2","0","0","10855","4","0","833805","14","0","64320","8","0","200954","10","0","0","0","0","69020","4","0","0","0","0","88344","15","0","211026_67_34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"54","0","14716","0","1635255808","12282","0","0x7f6dfca1b800","","7995","4783","49","0","7995","7964","4672","http://researchgate.net/.well-known/http-opportunistic","1024119","7965","0","2","9482","56","0","192","1267259","20882","61.0.1","5879","2287","Step_1","Linux 4.15.0-29-generic","http://researchgate.net","https://www.researchgate.net/","1635255803.2245","Linux 4.15.0-29-generic","285","4341","61.0.1","https://www.researchgate.net","Firefox","5.9526219883","7964","www.researchgate.net","9600","9600","2700","7938","9600","9600","9600","9600","12140","12045","3","1","136411","131246","0","0","0","0","0","56","2","0","0","10849","4","0","833840","14","0","64320","8","0","200881","10","0","0","0","0","69020","4","0","0","0","0","88344","15","0","211026_67_34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"258","0","100218","0","1635255833","37439","0","0x7f009fa03c00.1","122","16317","2881","152","0","16317","16279","2881","https://www.uol.com.br/","1924313","16281","0","30","28491","317","0","1529","3105162","45945","61.0.1","24690","1770","Step_1","Linux 4.15.0-29-generic","http://uol.com.br","https://www.uol.com.br/","1635255828.4582","Linux 4.15.0-29-generic","3871","2881","61.0.1","https://www.uol.com.br","Firefox","14.7420587533","16234","www.uol.com.br","21800","21800","1800","12743","18000","21000","21000","21000","26161","26106","1","1","115168","130126","0","0","0","0","0","317","33","2","0","162780","16","0","1103505","73","0","34424","9","0","1585737","96","0","0","0","0","97212","6","0","0","0","0","121504","64","0","211026_0V_35","8953","10573","13635","16284","16325","41","179","16325","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
