"Test","URL","FV Successful Tests","FV Document Complete Median","FV Document Complete Avg","FV Document Complete Std. Dev","FV Document Complete Min","FV Document Complete Max","FV Fully Loaded Median","FV Fully Loaded Avg","FV Fully Loaded Std. Dev","FV Fully Loaded Min","FV Fully Loaded Max","FV First Byte Median","FV First Byte Avg","FV First Byte Std. Dev","FV First Byte Min","FV First Byte Max","FV Start Render Median","FV Start Render Avg","FV Start Render Std. Dev","FV Start Render Min","FV Start Render Max","FV Bytes In (Doc) Median","FV Bytes In (Doc) Avg","FV Bytes In (Doc) Std. Dev","FV Bytes In (Doc) Min","FV Bytes In (Doc) Max","FV Requests (Doc) Median","FV Requests (Doc) Avg","FV Requests (Doc) Std. Dev","FV Requests (Doc) Min","FV Requests (Doc) Max","FV Load Event Start Median","FV Load Event Start Avg","FV Load Event Start Std. Dev","FV Load Event Start Min","FV Load Event Start Max","FV Speed Index Median","FV Speed Index Avg","FV Speed Index Std. Dev","FV Speed Index Min","FV Speed Index Max","FV Last Visual Change Median","FV Last Visual Change Avg","FV Last Visual Change Std. Dev","FV Last Visual Change Min","FV Last Visual Change Max","FV Visually Complete Median","FV Visually Complete Avg","FV Visually Complete Std. Dev","FV Visually Complete Min","FV Visually Complete Max",Test ID
"","http://chinanetrank.com","3","4532","5325.6666666667","1136.5856276097","4512","6933","4968","5768.6666666667","1137.2669968931","4961","7377","1068","1767.3333333333","997.50399609336","1056","3178","2600","3233.3333333333","967.24120856979","2500","4600","256658","256658","0","256658","256658","28","28","0","28","28","4532","5325.3333333333","1136.8243292416","4511","6933","2751","3403.3333333333","983.97639989766","2665","4794","3200","3833.3333333333","967.24120856979","3100","5200","3200","3833.3333333333","967.24120856979","3100","5200","211103_YC_77"
"","http://genius.com","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","211103_KR_78"
"","http://ticketmaster.com","1","10936","10936","0","10936","10936","11987","11987","0","11987","11987","1533","1533","0","1533","1533","2100","2100","0","2100","2100","4813044","4813044","0","4813044","4813044","180","180","0","180","180","10937","10937","0","10937","10937","3691","3691","0","3691","3691","11200","11200","0","11200","11200","11200","11200","0","11200","11200","211103_32_79"
"","http://taleo.net","3","4077","4408","626.31355299615","3862","5285","4594","7285.6666666667","3871.1164912579","4503","12760","300","311.33333333333","18.926759422105","296","338","2700","2766.6666666667","94.280904158206","2700","2900","990346","1053465","89289.910072005","990309","1179740","28","36.666666666667","12.256517540567","28","54","2768","3088.6666666667","608.05774579576","2558","3940","3006","3044","216.41318505735","2800","3326","4000","7533.3333333333","5138.9579574938","3800","14800","4000","7533.3333333333","5138.9579574938","3800","14800","211103_DA_7A"
"","http://asos.com","3","3821","3956","321.89128599575","3647","4400","6015","6925.3333333333","1405.6932651029","5850","8911","348","471.66666666667","180.57746875572","340","727","700","833.33333333333","188.56180831641","700","1100","1491751","1503749.3333333","18752.099337289","1489267","1530230","131","134.33333333333","5.4365021434334","130","142","1611","1590.6666666667","117.23575487974","1438","1723","1870","1965","135.7669571975","1868","2157","5100","5166.6666666667","94.280904158206","5100","5300","5100","5166.6666666667","94.280904158206","5100","5300","211103_R6_7B"
"","http://google.az","3","1667","1707.6666666667","118.66292128921","1587","1869","2072","2121.6666666667","128.58805888919","1995","2298","517","548.33333333333","110.03130867571","432","696","600","633.33333333333","124.72191289246","500","800","403085","403046.66666667","79.474664027111","402936","403119","23","23","0","23","23","1666","1707.3333333333","118.77803762574","1587","1869","694","674.33333333333","126.10137015733","511","818","1700","1700","163.29931618555","1500","1900","1700","1700","163.29931618555","1500","1900","211103_K7_7C"
"","http://kontan.co.id","1","11476","11476","0","11476","11476","13045","13045","0","13045","13045","3009","3009","0","3009","3009","3600","3600","0","3600","3600","2425835","2425835","0","2425835","2425835","399","399","0","399","399","11477","11477","0","11477","11477","5238","5238","0","5238","5238","12500","12500","0","12500","12500","12500","12500","0","12500","12500","211103_Y1_7D"
"","http://crunchyroll.com","3","4313","4813","736.28843985674","4272","5854","5463","6009","776.4071097047","5457","7107","703","1069.3333333333","548.04034725759","661","1844","3100","3400","571.54760664941","2900","4200","1795055","1803388.3333333","14858.752063645","1790849","1824261","152","152","2.4494897427832","149","155","4313","4813","737.00474896706","4271","5855","4190","4680.3333333333","717.6119347453","4156","5695","5300","5733.3333333333","684.75461947247","5200","6700","5300","5733.3333333333","684.75461947247","5200","6700","211103_6A_7E"
"","http://issuu.com","1","16943","16943","0","16943","16943","18856","18856","0","18856","18856","1855","1855","0","1855","1855","2200","2200","0","2200","2200","8329962","8329962","0","8329962","8329962","80","80","0","80","80","16942","16942","0","16942","16942","3591","3591","0","3591","3591","3700","3700","0","3700","3700","3700","3700","0","3700","3700","211103_50_7F"
"","http://marriott.com","3","9518","8744","2580.0582680759","5269","11445","16023","14085.666666667","2875.1998577877","10021","16213","373","379.66666666667","25.74662868977","352","414","2600","2633.3333333333","47.140452079103","2600","2700","3813294","3783966.3333333","1143356.372567","2369213","5169392","205","189.33333333333","51.422001343999","120","243","9518","8744","2580.0582680759","5269","11445","3177","3542.3333333333","540.16190988341","3144","4306","13500","13566.666666667","249.44382578493","13300","13900","13500","13566.666666667","249.44382578493","13300","13900","211103_H0_7G"
"","http://regecish.net","3","2918","2907","77.549983881365","2807","2996","3473","3456","99.119456549492","3327","3568","862","874.66666666667","32.293790252754","843","919","1400","1400","0","1400","1400","665453","665693","1619.8619282725","663840","667786","82","82","0","82","82","2918","2907","77.549983881365","2807","2996","1450","1447","19.304576314094","1422","1469","1700","1666.6666666667","47.140452079103","1600","1700","1700","1666.6666666667","47.140452079103","1600","1700","211103_MT_7H"
